n, m, tiempoTotal
200, 6300, 32465
200, 6305, 31005
200, 6310, 29184
200, 6315, 26792
200, 6320, 36446
200, 6325, 31711
200, 6330, 28143
200, 6335, 31032
200, 6340, 34229
200, 6345, 34104
200, 6350, 32454
200, 6355, 30082
200, 6360, 32045
200, 6365, 35759
200, 6370, 31120
200, 6375, 36248
200, 6380, 36532
200, 6385, 28317
200, 6390, 27974
200, 6395, 30851
200, 6400, 37194
200, 6405, 39642
200, 6410, 37857
200, 6415, 42186
200, 6420, 39474
200, 6425, 42297
200, 6430, 51695
200, 6435, 35119
200, 6440, 37716
200, 6445, 40133
200, 6450, 41471
200, 6455, 33270
200, 6460, 31621
200, 6465, 39616
200, 6470, 29979
200, 6475, 35095
200, 6480, 32202
200, 6485, 31620
200, 6490, 33915
200, 6495, 29256
200, 6500, 29433
200, 6505, 35060
200, 6510, 26735
200, 6515, 36075
200, 6520, 21880
200, 6525, 42219
200, 6530, 34291
200, 6535, 34020
200, 6540, 26497
200, 6545, 33792
200, 6550, 34428
200, 6555, 33848
200, 6560, 33393
200, 6565, 44784
200, 6570, 34870
200, 6575, 33282
200, 6580, 30720
200, 6585, 31742
200, 6590, 32292
200, 6595, 31433
200, 6600, 29629
200, 6605, 32148
200, 6610, 32519
200, 6615, 35899
200, 6620, 26312
200, 6625, 35408
200, 6630, 29057
200, 6635, 31162
200, 6640, 36125
200, 6645, 30542
200, 6650, 32516
200, 6655, 30435
200, 6660, 36882
200, 6665, 35766
200, 6670, 32922
200, 6675, 25711
200, 6680, 33523
200, 6685, 34518
200, 6690, 33655
200, 6695, 33147
200, 6700, 45646
200, 6705, 33522
200, 6710, 31260
200, 6715, 32897
200, 6720, 35550
200, 6725, 28985
200, 6730, 29930
200, 6735, 29314
200, 6740, 40025
200, 6745, 36242
200, 6750, 46368
200, 6755, 48244
200, 6760, 32505
200, 6765, 32224
200, 6770, 47231
200, 6775, 39324
200, 6780, 41426
200, 6785, 39937
200, 6790, 36844
200, 6795, 49433
200, 6800, 38334
200, 6805, 27520
200, 6810, 42143
200, 6815, 34794
200, 6820, 37981
200, 6825, 31675
200, 6830, 29523
200, 6835, 32577
200, 6840, 30057
200, 6845, 27452
200, 6850, 39674
200, 6855, 32935
200, 6860, 38719
200, 6865, 37735
200, 6870, 47031
200, 6875, 50034
200, 6880, 36333
200, 6885, 37574
200, 6890, 31045
200, 6895, 36163
200, 6900, 35409
200, 6905, 37023
200, 6910, 36209
200, 6915, 45780
200, 6920, 36884
200, 6925, 33650
200, 6930, 30547
200, 6935, 45502
200, 6940, 36858
200, 6945, 29368
200, 6950, 31225
200, 6955, 38489
200, 6960, 38865
200, 6965, 34030
200, 6970, 33256
200, 6975, 33038
200, 6980, 42113
200, 6985, 42855
200, 6990, 40754
200, 6995, 34635
200, 7000, 28185
200, 7005, 30063
200, 7010, 32007
200, 7015, 39389
200, 7020, 29961
200, 7025, 30691
200, 7030, 33429
200, 7035, 42803
200, 7040, 33929
200, 7045, 40317
200, 7050, 33995
200, 7055, 30312
200, 7060, 36933
200, 7065, 32622
200, 7070, 35227
