n, m, fronteraHConstructiva, fronteraBLocal, fronteraGrasp, tiempoHConstructiva, tiempoBLocal, tiempoGrasp
200, 9781, 429, 754, 902, 841450, 59002, 76217399
200, 9801, 441, 696, 844, 812587, 47431, 76957554
200, 9821, 518, 809, 876, 673146, 55346, 76695539
200, 9841, 468, 848, 923, 747943, 52395, 76509235
200, 9861, 453, 760, 920, 693123, 49888, 78632967
200, 9881, 484, 824, 970, 670631, 60903, 77713975
200, 9901, 480, 693, 895, 827734, 41088, 77574929
200, 9921, 491, 755, 899, 1067782, 42440, 76904709
200, 9941, 420, 736, 892, 700789, 49652, 80585933
200, 9961, 455, 779, 937, 677093, 45897, 77733132
200, 9981, 416, 735, 908, 676121, 60080, 77624258
200, 10001, 458, 743, 912, 687476, 50873, 77834197
200, 10021, 472, 754, 939, 733231, 44763, 83015716
200, 10041, 487, 723, 954, 698677, 33838, 79033382
200, 10061, 503, 767, 947, 747690, 39956, 83754663
200, 10081, 434, 809, 999, 705032, 48776, 78437141
200, 10101, 457, 792, 985, 724157, 49664, 80596253
200, 10121, 459, 806, 966, 703778, 42278, 78495179
200, 10141, 537, 854, 992, 728919, 56942, 82791074
200, 10161, 478, 785, 987, 687646, 43786, 77835534
200, 10181, 467, 870, 1007, 853213, 74763, 79380348
200, 10201, 436, 806, 990, 713956, 46840, 83088220
200, 10221, 476, 711, 973, 693131, 55260, 80906235
200, 10241, 510, 816, 999, 771181, 50670, 82986693
200, 10261, 472, 871, 987, 739216, 61448, 78592622
200, 10281, 491, 740, 1009, 1534684, 43220, 78205424
200, 10301, 463, 864, 1022, 710560, 64197, 78637201
200, 10321, 455, 738, 1012, 959364, 62175, 132937890
200, 10341, 458, 849, 986, 863111, 71608, 99382356
200, 10361, 511, 863, 975, 792069, 52780, 78279700
200, 10381, 463, 847, 1007, 885809, 47479, 79716757
200, 10401, 526, 905, 1015, 715512, 56543, 77485081
200, 10421, 477, 944, 1020, 784323, 62647, 78497742
200, 10441, 528, 785, 1060, 719340, 41623, 83132144
200, 10461, 510, 909, 1077, 750270, 59627, 82378180
200, 10481, 460, 853, 1007, 1172322, 66900, 89458542
200, 10501, 464, 913, 1056, 728017, 67613, 81947260
200, 10521, 480, 929, 1013, 775002, 59520, 88691836
200, 10541, 484, 890, 1054, 740973, 49567, 82549920
200, 10561, 469, 788, 979, 892342, 51783, 82984851
200, 10581, 488, 926, 1073, 718965, 84093, 86418913
200, 10601, 537, 868, 1071, 762850, 56737, 87096370
200, 10621, 520, 805, 1049, 735905, 39698, 82499689
200, 10641, 519, 843, 1067, 740879, 43132, 83987821
200, 10661, 475, 832, 1090, 753484, 51898, 81512672
200, 10681, 545, 962, 1049, 986783, 68655, 85373880
200, 10701, 485, 897, 1077, 815615, 51243, 82782881
200, 10721, 543, 864, 1065, 719896, 39715, 84210201
200, 10741, 566, 1029, 1105, 1488773, 79995, 87321550
200, 10761, 477, 835, 1131, 793381, 64651, 87509841
200, 10781, 477, 893, 1056, 796226, 54283, 82221871
200, 10801, 506, 867, 1086, 881569, 66098, 119251187
200, 10821, 566, 961, 1097, 899338, 61456, 101919457
200, 10841, 528, 886, 1050, 960750, 78624, 88038332
200, 10861, 497, 872, 1106, 807490, 45476, 88178702
200, 10881, 523, 846, 1128, 764775, 58854, 84972236
200, 10901, 503, 1003, 1118, 918181, 56527, 86536869
200, 10921, 524, 1044, 1076, 1142326, 70065, 88362192
200, 10941, 545, 893, 1086, 761955, 39631, 86441647
200, 10961, 530, 967, 1108, 760172, 61570, 85440235
200, 10981, 521, 1047, 1139, 800231, 77571, 90568512
200, 11001, 539, 1047, 1144, 1340011, 78325, 86615679
200, 11021, 529, 1019, 1100, 755622, 79027, 95196066
200, 11041, 531, 888, 1139, 855259, 63161, 87031429
200, 11061, 503, 932, 1093, 1030215, 64011, 86205051
200, 11081, 600, 1006, 1141, 755967, 64402, 84226108
200, 11101, 515, 983, 1102, 782254, 57113, 83615865
200, 11121, 570, 1011, 1089, 1206691, 70318, 86319721
200, 11141, 476, 1057, 1148, 754056, 78785, 84244286
200, 11161, 531, 988, 1172, 748398, 52861, 84393651
200, 11181, 618, 974, 1127, 923416, 70951, 84994811
200, 11201, 591, 998, 1266, 956434, 55414, 88131056
200, 11221, 538, 953, 1169, 763186, 54311, 85351093
200, 11241, 592, 1090, 1184, 1255699, 80579, 109269665
200, 11261, 563, 968, 1222, 1067009, 88419, 126516831
200, 11281, 597, 943, 1157, 1037923, 52761, 86552105
200, 11301, 548, 1026, 1108, 793860, 68885, 86130894
200, 11321, 551, 1001, 1180, 940917, 69610, 88260976
200, 11341, 539, 992, 1231, 755306, 59958, 87313417
200, 11361, 642, 1022, 1198, 756422, 57760, 86583254
200, 11381, 551, 1027, 1235, 861975, 65877, 90022016
200, 11401, 616, 967, 1192, 773248, 41393, 87577290
200, 11421, 535, 981, 1224, 986971, 65826, 90359161
200, 11441, 654, 965, 1234, 776589, 56525, 89305960
200, 11461, 548, 1101, 1264, 823997, 76760, 89315006
200, 11481, 566, 1090, 1264, 1031253, 67076, 86746438
200, 11501, 574, 988, 1214, 813038, 50804, 87763788
200, 11521, 583, 1039, 1236, 823484, 69937, 89120762
200, 11541, 604, 1024, 1329, 1062764, 54179, 86624226
200, 11561, 535, 1079, 1274, 869179, 66212, 89067152
200, 11581, 603, 1132, 1278, 816127, 75461, 91730295
200, 11601, 619, 1049, 1264, 854632, 69244, 89118546
200, 11621, 694, 1104, 1232, 784261, 64374, 96218122
200, 11641, 634, 1093, 1251, 868348, 86565, 95096504
200, 11661, 670, 1056, 1269, 1064367, 72874, 89465598
200, 11681, 551, 1065, 1320, 1269524, 74684, 131731654
200, 11701, 696, 1079, 1317, 997431, 70738, 109074866
200, 11721, 597, 1211, 1338, 1131966, 77358, 89241270
200, 11741, 594, 979, 1286, 862951, 41851, 92795785
200, 11761, 600, 1132, 1269, 800275, 76627, 92975146
200, 11781, 576, 1028, 1304, 877367, 54796, 91196408
200, 11801, 644, 1153, 1343, 880876, 67326, 91091296
200, 11821, 595, 1116, 1343, 1141652, 77320, 90938914
200, 11841, 664, 1158, 1331, 922263, 58692, 91716974
200, 11861, 549, 1048, 1341, 950980, 69599, 89928394
200, 11881, 579, 1079, 1350, 946998, 71568, 91556103
200, 11901, 535, 1141, 1361, 833680, 79490, 95544582
200, 11921, 593, 1179, 1306, 862684, 68832, 94303821
200, 11941, 612, 1193, 1282, 842318, 79797, 95667509
200, 11961, 648, 974, 1356, 823034, 51194, 94220768
200, 11981, 663, 1162, 1402, 818634, 73304, 92375635
200, 12001, 585, 1162, 1370, 852110, 78453, 97530952
200, 12021, 671, 1252, 1376, 927055, 92377, 96943218
200, 12041, 588, 1183, 1379, 1101571, 61570, 93212104
200, 12061, 687, 1217, 1354, 836129, 77400, 100060964
200, 12081, 574, 1193, 1354, 922244, 74555, 101277233
200, 12101, 615, 1164, 1406, 1202187, 113689, 142771596
200, 12121, 667, 1170, 1419, 893188, 65651, 97627831
200, 12141, 669, 1164, 1334, 806506, 67570, 94006793
200, 12161, 685, 1298, 1497, 1077671, 110673, 94211300
200, 12181, 644, 1213, 1406, 833746, 77379, 95215882
200, 12201, 572, 1188, 1343, 847323, 85996, 102517114
200, 12221, 600, 1279, 1331, 828903, 94142, 95619993
200, 12241, 627, 1151, 1425, 848135, 70533, 95122153
200, 12261, 645, 1184, 1454, 853613, 77187, 108233077
200, 12281, 642, 1300, 1448, 1272564, 90325, 97317051
200, 12301, 746, 1254, 1517, 876938, 65995, 100580198
200, 12321, 662, 1182, 1485, 870208, 64342, 102014977
200, 12341, 662, 1176, 1472, 819666, 75239, 104785914
200, 12361, 630, 1241, 1403, 977670, 71199, 101165148
200, 12381, 686, 1169, 1442, 1110857, 66817, 100410823
200, 12401, 649, 1284, 1527, 962324, 80786, 99186251
200, 12421, 632, 1051, 1520, 830262, 58885, 97442217
200, 12441, 629, 1110, 1432, 893746, 69906, 104857101
200, 12461, 630, 1110, 1468, 993159, 61713, 101546327
200, 12481, 689, 1373, 1516, 846032, 81161, 102701088
200, 12501, 739, 1413, 1527, 961912, 86827, 102535924
200, 12521, 636, 1322, 1451, 1055968, 105123, 104779000
200, 12541, 664, 1309, 1495, 837377, 84246, 99722953
200, 12561, 668, 1334, 1534, 1486466, 96205, 100803533
200, 12581, 684, 1208, 1486, 999778, 75970, 103260624
200, 12601, 754, 1336, 1619, 1184332, 83120, 106894997
200, 12621, 735, 1315, 1465, 1203921, 72310, 101913327
200, 12641, 687, 1296, 1465, 941478, 78174, 103008934
200, 12661, 680, 1324, 1640, 901440, 77331, 103138338
200, 12681, 779, 1529, 1619, 967089, 99668, 105083068
200, 12701, 637, 1236, 1503, 1211371, 85043, 101017739
200, 12721, 650, 1310, 1655, 850351, 99930, 105258286
200, 12741, 737, 1235, 1592, 867738, 81534, 104274237
200, 12761, 673, 1208, 1516, 854253, 60694, 106858315
200, 12781, 740, 1307, 1609, 890571, 94515, 108716112
200, 12801, 753, 1505, 1634, 889434, 113409, 120575768
200, 12821, 817, 1380, 1550, 1319937, 118137, 146490501
200, 12841, 782, 1353, 1548, 879590, 76783, 98590537
200, 12861, 670, 1457, 1523, 865605, 114850, 97706803
200, 12881, 648, 1452, 1528, 1104465, 111662, 101321188
200, 12901, 624, 1322, 1513, 1001549, 80776, 98167632
200, 12921, 673, 1482, 1631, 854371, 94916, 98212001
200, 12941, 653, 1466, 1592, 1748557, 120187, 110710632
200, 12961, 685, 1384, 1642, 866449, 74489, 105139956
200, 12981, 783, 1322, 1614, 879105, 71174, 111376834
200, 13001, 714, 1261, 1641, 859980, 61633, 108558672
200, 13021, 686, 1260, 1694, 959731, 80542, 101190815
200, 13041, 669, 1409, 1619, 867546, 95503, 103763372
200, 13061, 841, 1378, 1682, 881593, 89814, 102991093
200, 13081, 640, 1238, 1676, 871171, 74474, 102058097
200, 13101, 709, 1373, 1660, 889677, 83110, 103043020
200, 13121, 781, 1405, 1673, 1101349, 90415, 103976932
200, 13141, 777, 1439, 1685, 876254, 93157, 101700043
200, 13161, 808, 1493, 1672, 891338, 91235, 105346523
200, 13181, 858, 1440, 1712, 1029101, 82546, 103074345
200, 13201, 781, 1449, 1709, 1709773, 88515, 104639409
200, 13221, 818, 1397, 1660, 905167, 71338, 104973122
200, 13241, 754, 1340, 1647, 885652, 85563, 104702727
200, 13261, 724, 1428, 1683, 1214836, 74745, 110839039
200, 13281, 801, 1678, 1750, 1174405, 136715, 127517790
200, 13301, 734, 1576, 1799, 1281651, 124568, 145411191
200, 13321, 845, 1511, 1685, 900056, 90098, 106695482
200, 13341, 692, 1512, 1765, 892213, 94333, 104860852
200, 13361, 806, 1520, 1738, 902824, 93801, 104460349
200, 13381, 789, 1585, 1868, 913194, 101182, 105479071
200, 13401, 711, 1439, 1739, 901034, 82897, 103609055
200, 13421, 721, 1389, 1725, 1188564, 67465, 102308055
200, 13441, 727, 1657, 1787, 939704, 91698, 107961800
200, 13461, 806, 1521, 1764, 1080654, 76585, 107130999
200, 13481, 788, 1478, 1810, 944641, 83139, 105080485
200, 13501, 796, 1505, 1815, 933703, 92210, 106997260
200, 13521, 784, 1619, 1871, 940474, 109829, 105441690
200, 13541, 890, 1608, 1836, 956514, 103337, 108583955
200, 13561, 734, 1616, 1808, 920715, 77923, 104634008
200, 13581, 779, 1591, 1803, 923542, 84104, 105632324
200, 13601, 793, 1595, 1837, 1029185, 89600, 108266175
200, 13621, 740, 1671, 1869, 1071787, 107593, 103815429
200, 13641, 812, 1551, 1924, 907269, 90613, 105885483
200, 13661, 801, 1734, 1859, 915946, 132707, 108443144
200, 13681, 828, 1631, 1953, 918577, 92770, 107931166
200, 13701, 766, 1573, 1824, 1288544, 89275, 106963159
200, 13721, 907, 1568, 1941, 960203, 91398, 108531601
200, 13741, 703, 1684, 1843, 1118634, 112688, 106298677
200, 13761, 891, 1623, 1893, 934457, 66063, 112099387
200, 13781, 829, 1682, 1855, 916084, 116644, 114999037
200, 13801, 772, 1658, 1936, 1522320, 97595, 140855574
200, 13821, 885, 1770, 2011, 1404926, 128411, 134684100
200, 13841, 766, 1734, 1975, 1127147, 107882, 107734718
200, 13861, 848, 1742, 1986, 1029997, 102658, 117486700
200, 13881, 768, 1514, 1880, 944022, 79963, 106955002
200, 13901, 802, 1626, 2040, 988599, 91113, 110892434
200, 13921, 893, 1536, 1920, 992119, 80286, 117037152
200, 13941, 756, 1722, 1930, 1377049, 96678, 108401170
200, 13961, 799, 1750, 2011, 932409, 96363, 109216781
200, 13981, 781, 1840, 2062, 1077882, 109803, 114938536
200, 14001, 858, 1757, 2091, 916576, 106394, 108268869
200, 14021, 812, 1738, 2012, 950978, 97505, 107999331
200, 14041, 869, 1788, 1951, 1365478, 117829, 109637464
200, 14061, 816, 1653, 1984, 950428, 103904, 111695913
200, 14081, 932, 1677, 2061, 1060728, 99841, 111052909
200, 14101, 907, 1910, 2106, 1001191, 137624, 109204365
200, 14121, 847, 1622, 2096, 937566, 86202, 108332833
200, 14141, 852, 2061, 2140, 962768, 145160, 113824464
200, 14161, 862, 1747, 2091, 941940, 105485, 108033477
200, 14181, 835, 1712, 2012, 947697, 97345, 107889963
200, 14201, 840, 1926, 2065, 946374, 125832, 110389726
200, 14221, 887, 1607, 2070, 943563, 83298, 107671290
200, 14241, 954, 1877, 2052, 936950, 112544, 110111919
200, 14261, 885, 1809, 2116, 957478, 125529, 108435457
200, 14281, 949, 1701, 2062, 959426, 82980, 112305742
200, 14301, 773, 1906, 2180, 949739, 122833, 109639712
200, 14321, 836, 1838, 2074, 954821, 98222, 108504248
200, 14341, 870, 1845, 2207, 945703, 119818, 108182998
200, 14361, 998, 1904, 2129, 1008185, 135428, 113331607
200, 14381, 986, 1825, 2075, 957525, 99839, 109536319
200, 14401, 882, 1850, 2231, 964800, 116505, 109794785
200, 14421, 897, 2105, 2144, 989795, 141493, 110904763
200, 14441, 960, 1898, 2190, 975228, 91334, 109735560
200, 14461, 938, 1921, 2132, 967580, 114629, 111140106
200, 14481, 877, 1914, 2103, 962362, 107796, 108564585
200, 14501, 840, 1987, 2210, 1005187, 109388, 111367954
200, 14521, 963, 2043, 2174, 1012425, 129692, 110883048
200, 14541, 881, 1821, 2291, 1088699, 110232, 114100214
200, 14561, 873, 1938, 2341, 997994, 131753, 112001990
200, 14581, 851, 1945, 2255, 976733, 119342, 112475902
200, 14601, 864, 1904, 2340, 1252475, 117898, 111110312
200, 14621, 968, 2081, 2217, 1325525, 143966, 122482085
200, 14641, 907, 1939, 2234, 978439, 113261, 114802786
200, 14661, 931, 2082, 2173, 1714541, 124683, 116588825
200, 14681, 852, 2115, 2313, 993977, 150824, 118041138
200, 14701, 881, 2014, 2319, 984677, 126035, 113437153
200, 14721, 1111, 2217, 2371, 985152, 160223, 115987128
200, 14741, 1059, 2152, 2276, 981539, 162429, 114347680
200, 14761, 986, 1891, 2403, 1110997, 105148, 115565357
200, 14781, 1053, 2277, 2501, 1095522, 176550, 117113985
200, 14801, 932, 2051, 2404, 977338, 133410, 122461063
200, 14821, 873, 2121, 2405, 1455964, 145155, 115822111
200, 14841, 910, 2251, 2379, 1001224, 140197, 115152652
200, 14861, 1099, 2123, 2400, 1037067, 146431, 116670977
200, 14881, 983, 2068, 2279, 1010796, 93244, 116648400
200, 14901, 992, 2066, 2388, 1048489, 103159, 116851648
200, 14921, 1014, 2060, 2473, 1163639, 143386, 118749037
200, 14941, 1026, 2070, 2452, 985933, 105626, 116419224
200, 14961, 995, 2134, 2479, 1006524, 113766, 115845544
200, 14981, 1016, 2274, 2526, 1044287, 139144, 120911020
200, 15001, 935, 2077, 2299, 1002380, 112828, 118807662
200, 15021, 905, 1985, 2487, 1014856, 100395, 117597334
200, 15041, 1134, 2083, 2524, 1121156, 127078, 135086851
200, 15061, 974, 2184, 2529, 1066043, 158216, 131107083
200, 15081, 998, 2185, 2508, 1933109, 155297, 161180628
200, 15101, 995, 2183, 2516, 1300278, 153651, 133685418
200, 15121, 1060, 2187, 2431, 2409944, 139249, 156651505
200, 15141, 1120, 2209, 2434, 1092794, 119551, 126672641
200, 15161, 1137, 2445, 2550, 1225298, 158719, 173250796
200, 15181, 1124, 2215, 2540, 1439564, 134972, 128822035
200, 15201, 1030, 2183, 2519, 1528187, 122144, 145324258
200, 15221, 932, 2212, 2555, 1281504, 136236, 153293926
200, 15241, 1022, 2298, 2625, 2271164, 169595, 150739450
200, 15261, 984, 2506, 2636, 1949511, 198811, 170048205
200, 15281, 998, 2195, 2654, 1042766, 107904, 130972088
200, 15301, 1011, 2265, 2658, 1105472, 155287, 132118755
200, 15321, 1118, 2278, 2599, 3614445, 152114, 186486041
200, 15341, 999, 2322, 2601, 2254013, 195045, 163064162
200, 15361, 996, 2356, 2718, 1075322, 147882, 142819003
200, 15381, 1006, 2380, 2640, 1749000, 157054, 142554297
200, 15401, 1062, 2411, 2657, 1042608, 137777, 125400527
200, 15421, 1083, 2369, 2715, 1431729, 187318, 150901025
200, 15441, 1061, 2350, 2700, 3205076, 177906, 217752020
200, 15461, 975, 2238, 2765, 1151529, 165992, 137346707
200, 15481, 1117, 2485, 2562, 1032308, 165515, 135005890
200, 15501, 1055, 2409, 2786, 1083491, 175353, 151972235
200, 15521, 1236, 2443, 2681, 2090270, 179878, 134509505
200, 15541, 1237, 2441, 2864, 1294589, 137631, 138219489
200, 15561, 981, 2316, 2676, 2232325, 147769, 145043594
200, 15581, 1161, 2461, 2917, 2387186, 219452, 190295434
200, 15601, 998, 2529, 2758, 2413795, 194633, 208509185
200, 15621, 1019, 2472, 2874, 1233472, 176879, 165682916
200, 15641, 1067, 2379, 2702, 2208593, 197099, 213712800
200, 15661, 1088, 2536, 2972, 2547558, 273979, 197161758
200, 15681, 1062, 2318, 2886, 2482809, 205786, 189567795
200, 15701, 1071, 2727, 2950, 1392630, 191338, 156690758
200, 15721, 1295, 2672, 2988, 1042953, 234517, 127439843
200, 15741, 1134, 2701, 2935, 1080995, 199569, 129529921
200, 15761, 1171, 2810, 2940, 1057257, 185933, 128784350
200, 15781, 1033, 2531, 2926, 1351515, 170271, 159956250
200, 15801, 1073, 2659, 3007, 1621260, 189568, 160278772
200, 15821, 1139, 2428, 2909, 1069025, 143387, 128013387
200, 15841, 1183, 2511, 2824, 1305534, 148737, 131447075
200, 15861, 1067, 2708, 2930, 1054904, 171190, 130814965
200, 15881, 1247, 2687, 3092, 1057376, 170349, 130929670
200, 15901, 1129, 2851, 3162, 1540688, 202396, 127859460
200, 15921, 1078, 2838, 3066, 1657812, 201833, 130948182
200, 15941, 1046, 2689, 2907, 1100609, 193305, 133286193
200, 15961, 1017, 2720, 3067, 1098746, 170792, 149224572
200, 15981, 1168, 2677, 3137, 1717539, 171283, 149727677
200, 16001, 1310, 2843, 3067, 1106036, 218118, 131043312
200, 16021, 1166, 2551, 2954, 3285478, 168703, 195411773
200, 16041, 1185, 2897, 3216, 1229714, 249946, 131608669
200, 16061, 1135, 2865, 3150, 1176714, 175563, 132135465
200, 16081, 1127, 2723, 3171, 1091167, 218761, 131865104
200, 16101, 1280, 2742, 3205, 1221158, 170515, 131459553
200, 16121, 1180, 2703, 3264, 1096055, 149495, 128957727
200, 16141, 1068, 2743, 3103, 1387475, 204315, 132352477
200, 16161, 1268, 3212, 3380, 1092621, 239029, 131232649
200, 16181, 1317, 2825, 3195, 1107988, 185097, 132357054
200, 16201, 1412, 3034, 3249, 1145941, 221344, 129439113
200, 16221, 1172, 2820, 3147, 1087751, 180224, 130828971
200, 16241, 1340, 2923, 3203, 1098457, 199169, 131507199
200, 16261, 1207, 3023, 3280, 2307520, 213956, 130517166
200, 16281, 1193, 2856, 3164, 1156181, 213318, 130621047
200, 16301, 1273, 3105, 3386, 1087798, 245889, 133208746
200, 16321, 1192, 3140, 3285, 1131788, 214385, 133434992
200, 16341, 1392, 3162, 3408, 1152668, 252808, 133588629
200, 16361, 1384, 3050, 3370, 1095150, 208155, 131716165
200, 16381, 1386, 3136, 3210, 1107068, 228875, 131466069
200, 16401, 1362, 2929, 3284, 1573072, 185569, 177386139
200, 16421, 1314, 3045, 3318, 2051135, 202609, 156740431
200, 16441, 1306, 3122, 3394, 3818658, 233261, 189275229
200, 16461, 1299, 2928, 3422, 1308417, 259230, 173458484
200, 16481, 1223, 3119, 3380, 2975152, 469969, 255215215
200, 16501, 1205, 2989, 3461, 2981415, 427452, 189122059
200, 16521, 1560, 2986, 3510, 1213796, 161711, 135968859
200, 16541, 1263, 3030, 3368, 1130547, 252763, 133613585
200, 16561, 1294, 2981, 3611, 1112144, 223274, 131656197
200, 16581, 1379, 3142, 3511, 1153088, 241408, 135282850
200, 16601, 1293, 3193, 3472, 1239188, 238660, 144212036
200, 16621, 1208, 3443, 3505, 1107567, 236095, 134937311
200, 16641, 1460, 2961, 3698, 1513225, 197188, 133144133
200, 16661, 1382, 3147, 3560, 1121938, 207452, 133060122
200, 16681, 1570, 3315, 3579, 1309042, 246784, 141279483
200, 16701, 1349, 3435, 3574, 1116453, 277802, 133785118
200, 16721, 1458, 3089, 3690, 1123306, 194324, 136733888
200, 16741, 1313, 3277, 3593, 1125274, 230506, 138006270
200, 16761, 1196, 3096, 3612, 1121611, 212328, 135685306
200, 16781, 1361, 3402, 3714, 1120108, 268704, 133590854
200, 16801, 1314, 3238, 3845, 1183130, 228943, 134939067
200, 16821, 1608, 3534, 3887, 1131810, 290885, 136019456
200, 16841, 1268, 3168, 3818, 1268136, 243717, 135264220
200, 16861, 1347, 3447, 3773, 2381503, 236465, 133142584
200, 16881, 1509, 3573, 3914, 1166287, 317444, 136749301
200, 16901, 1495, 3408, 3700, 1195862, 242506, 134122903
200, 16921, 1536, 3372, 3868, 1332382, 251802, 137532937
200, 16941, 1452, 3332, 3730, 1155606, 260484, 138202172
200, 16961, 1565, 3647, 3914, 1127361, 304595, 138822022
200, 16981, 1539, 3328, 3900, 1410207, 265929, 138073880
200, 17001, 1794, 3802, 3921, 1289341, 342065, 137286587
200, 17021, 1373, 3657, 4152, 1743206, 303324, 137827149
200, 17041, 1650, 3761, 3972, 1326002, 284945, 137857095
200, 17061, 1468, 3712, 3987, 1331653, 312325, 141513596
200, 17081, 1619, 3751, 4044, 1131521, 354249, 139697081
200, 17101, 1638, 3733, 4068, 1277201, 290002, 140419896
200, 17121, 1540, 3558, 3976, 1140092, 294921, 138088817
200, 17141, 1507, 3491, 4097, 1139973, 288483, 141939933
200, 17161, 1649, 3775, 4182, 1246368, 349542, 137858498
200, 17181, 1355, 3628, 3990, 1150853, 325891, 140138260
200, 17201, 1579, 4036, 4172, 1247986, 402191, 137575436
200, 17221, 1579, 3824, 4066, 1163167, 298598, 138885937
200, 17241, 1469, 3733, 4087, 1161054, 319615, 142096521
200, 17261, 1702, 3701, 4338, 1187175, 256650, 141291820
200, 17281, 1463, 4086, 4299, 1386962, 410398, 141074013
200, 17301, 1724, 4073, 4354, 1660142, 409271, 148611043
200, 17321, 1722, 3799, 4346, 1520470, 300566, 146033567
200, 17341, 1439, 4156, 4306, 1153017, 448023, 145856212
200, 17361, 1331, 4064, 4281, 1189810, 351369, 145279610
200, 17381, 1410, 3953, 4358, 1210681, 339827, 142407105
200, 17401, 1725, 4217, 4390, 1163325, 374193, 143882401
200, 17421, 1673, 3964, 4394, 1388713, 296924, 142949002
200, 17441, 1490, 3998, 4461, 1390913, 358674, 142866697
200, 17461, 1617, 4205, 4411, 1171878, 377192, 142255539
200, 17481, 1698, 4091, 4559, 1162066, 284950, 144216068
200, 17501, 1614, 3779, 4466, 1276620, 260480, 153308743
200, 17521, 1584, 4001, 4450, 1227668, 326862, 172660723
200, 17541, 1488, 4221, 4554, 1379377, 413361, 172469385
200, 17561, 1718, 4473, 4652, 1883097, 473948, 162173923
200, 17581, 1692, 4226, 4615, 1205215, 423864, 163092140
200, 17601, 1450, 4337, 4593, 1993446, 476665, 162313020
200, 17621, 1508, 4025, 4732, 1581609, 338064, 158559389
200, 17641, 1515, 4332, 4665, 2199012, 479214, 172306648
200, 17661, 1466, 4345, 4756, 1301324, 494011, 173195924
200, 17681, 1599, 4185, 4723, 3545194, 410469, 204184184
200, 17701, 1771, 4514, 4768, 1496625, 519638, 173327476
200, 17721, 1559, 4324, 4908, 1177181, 378266, 150875467
200, 17741, 1969, 4515, 4788, 1301534, 428472, 153380647
200, 17761, 1738, 4662, 4906, 2027058, 532792, 163572210
200, 17781, 1606, 4230, 4954, 1223377, 410462, 150495643
200, 17801, 1778, 4286, 4902, 1193979, 353192, 148856082
200, 17821, 1765, 4607, 4957, 1187587, 433876, 150224468
200, 17841, 1803, 4890, 5121, 2108990, 531853, 148604046
200, 17861, 2134, 4815, 5158, 1182855, 530621, 150659721
200, 17881, 1916, 4633, 5102, 1201205, 424982, 155215069
200, 17901, 2173, 5002, 5097, 1216039, 509708, 150439991
200, 17921, 1999, 4579, 5303, 1200701, 440461, 153963228
200, 17941, 1902, 4939, 5329, 1658080, 498843, 150811948
200, 17961, 1946, 4444, 5179, 1206671, 365948, 151853856
200, 17981, 2322, 4912, 5236, 1190794, 450960, 151174367
200, 18001, 1641, 4878, 5277, 1441903, 538163, 151974459
200, 18021, 2146, 4818, 5249, 1317609, 443347, 150686406
200, 18041, 2036, 4972, 5385, 1465780, 542148, 154008428
200, 18061, 2267, 5304, 5541, 1238122, 525719, 155470964
200, 18081, 2040, 4904, 5489, 1201059, 454910, 155610778
200, 18101, 1782, 5166, 5513, 1200906, 551772, 154523339
200, 18121, 1504, 5100, 5479, 1258656, 479177, 153182181
200, 18141, 2217, 5351, 5486, 1210790, 617126, 156311689
200, 18161, 2350, 5142, 5565, 1252411, 464976, 161143415
200, 18181, 2107, 5157, 5685, 1369737, 458365, 154873745
200, 18201, 2237, 5564, 5680, 1211857, 718463, 157994132
200, 18221, 1910, 5622, 5741, 1209928, 675431, 154171029
200, 18241, 2195, 5302, 5680, 1360901, 613632, 154416174
200, 18261, 1661, 5373, 5760, 1206288, 680192, 153871716
200, 18281, 2278, 5675, 5910, 1243806, 626009, 158813637
200, 18301, 2053, 5637, 6080, 1560455, 683579, 169268043
200, 18321, 2247, 5590, 5935, 1349492, 737341, 160640150
200, 18341, 2078, 5706, 5939, 1308923, 746578, 161102780
200, 18361, 2141, 5818, 6005, 1482116, 803601, 160032014
200, 18381, 2477, 5747, 6042, 1257030, 726283, 158643082
200, 18401, 1742, 5819, 6243, 1761615, 747371, 157463631
200, 18421, 2171, 5814, 6108, 1326832, 634803, 154511470
200, 18441, 2392, 5764, 6171, 1439562, 641268, 158858946
200, 18461, 2205, 5821, 6205, 2323783, 788382, 199662724
200, 18481, 2405, 5840, 6277, 2863448, 778005, 184354246
200, 18501, 2301, 6003, 6361, 1494462, 774885, 184020962
200, 18521, 2344, 5995, 6355, 1473631, 779080, 179426533
200, 18541, 2562, 6062, 6596, 1490571, 878965, 162357480
200, 18561, 2328, 6017, 6400, 1426662, 785578, 165526583
200, 18581, 2196, 6076, 6565, 1248729, 898759, 164882285
200, 18601, 2896, 5996, 6449, 1283270, 668372, 162133078
200, 18621, 2220, 6147, 6656, 3220324, 874651, 194760353
200, 18641, 2510, 6579, 6926, 2840888, 1052044, 211286931
200, 18661, 2580, 6294, 6843, 2674077, 928028, 210626986
200, 18681, 2500, 6620, 6857, 1282066, 1367065, 179495131
200, 18701, 2563, 6574, 6803, 2224124, 915711, 193764641
200, 18721, 2472, 6368, 6775, 1647561, 901794, 167513594
200, 18741, 2669, 6485, 6871, 1900551, 1069502, 164935909
200, 18761, 2600, 6648, 7020, 2134925, 1077752, 167722001
200, 18781, 2492, 6838, 7038, 1272045, 1085982, 169212457
200, 18801, 2777, 6727, 7194, 1833291, 1018231, 196429659
